Jaws 3-D,TOMASBBloodhound,15 September 2005,Mediocre but Oscar worthy compared to part IV.,Saw this one in all its 3D glory in the theater back in 1983 and it really scared the heck out of me. (I was ten) This film furthers the saga of the Brody family as sons Sean and Mike are now fully grown and moved away from Amity Island. Sean does something in Colorado if I recall and Mike is (heh heh heh) an underwater welder who just finished construction of an undersea kingdom at Sea World in Florida. Just when the park is about to have a grand opening some uninvited guests show up. They being a 35-foot great white shark and her offspring. Needless to say some people get eaten.This film was originally going to be made as spoof of the previous two films. I'm not sure if any type of a finished script to that effect exists but it would be worth a look. Jaws 3D ends up being another serious monster movie with a disaster movie subplot. Not only does the shark eat a bunch of people it also traps several others in the underwater part of the park. The race is on to save the people and kill the mother shark. Her baby dies midway through after it is captured and hastily put on display in the park. The conclusion is fairly exciting and full of bloody carnage.The cast is one of the stronger points of the film. Dennis Quaid is the fearless Mike Brody. Bess Armstrong plays the park's head biologist and Quaid's love interest. (The real sparks were apparently flying between Quaid and Lea Thompson off camera though!) Thompson plays a water skier at the park and John Putch plays Sean Brody who falls for her. Simon MacCorkindale and P.H. Moriarity play a couple of Englishmen who show up and help battle the sharks. By far the best performance is turned in by Louis Gossett Jr. fresh off his Oscar for An Officer and a Gentleman. He plays the owner/manager/president (I'm really not sure which) of the park. He has a terrific moment as he addresses the park guests in the underwater tunnels over the p.a. system. He turns on the fake executive public relations charm and asks them all to calmly exit the park just as the giant shark is bearing down on them.The individuals who play Dan and Liz left a lot to be desired. Since no other film credits are listed for them one would have to conclude that they actually worked at Sea World and were given these roles since this is what they do on a daily basis. Maybe they still work there. Anyone know? The sharks look pretty good in most of the scenes. Except at the very end when the shark is lodged into the control room and its tail is sticking out. That looked incredibly fake. In addition sharks must always stay moving in the water or they'll die. They can't just lay low in huge underwater structures waiting to pounce on their victims. They usually strike from directly underneath their victims in most attack scenarios. The big shark in this film also has the ability to growl and roar but not as loudly as the one in part IV! The 3D effect looked very good in the theater but films like this lose quite a bit of their luster on the TV screen. You're only left with a bunch of gag shots that were supposed to scare viewers in the theater but now look ludicrous and forced.This film made some pretty decent $ in its theatrical run and is still shown regularly on television. If nothing else is on and you find yourself in front of a TV for an extended period give this film a try. But be forewarned: Part IV is perhaps the worst film ever made. Don't waste your time on that one! 5 of 10 stars.The Hound.,5
Jaws 3-D,Aaron1375,21 February 2003,Campy fun.,I actually like this Jaws ok. I don't think it is a masterpiece or anything but it is good if not taken to seriously. This one focuses on the Brodie boys who really went through a growth spurt. One (Dennis Quaid) works at a sea amusement park and this is where the shark attacks take place (this should alone tell you not to take the film to seriously). I actually saw this one at the theater too so that helps to enjoy the film more as it was rather cool in 3-D and it is the only 3-D movie I have ever seen at the theater so maybe that is why I will always somewhat enjoy it. The plot is at a sea park like I said and first the team goes after this one shark that was rather puny then you find out there is a bigger one out there. There are a couple of pretty good shark attack scenes and I loved the subplot of the people stuck in that pod underwater. This film isn't for everyone though seeing as how it is ranked as one of the worst so read other people's reviews before deciding to see it.,6
Jaws 3-D,OllieSuave-007,30 January 2014,The better of the Jaws sequels.,This is Jaws' second sequel which I think is the best of the three following the original movie. The sons of Roy Scheider's Chief Brody character Mike and Sean take center stage. Mike and girlfriend Kathryn Morgan are marine biologists at a Seaworld theme park. They discover a baby shark which happened to be trapped inside the park and later perishes. To their surprise the scientists also discover that its 35-foot mother a huge Great-White shark is also trapped inside and is hungry; therefore they try to evacuate Seaworld before any casualties strike.The special effects were bit of a downgrade from the first two movies with the shark's execution being less realistic and horrific; in some scenes you could hear the animatronics and machinery that the crew used to operate the animal. Alan Parker did a fine job on the music score I think and also incorporated John Williams' famous shark theme.While this film was pretty much slammed by many critics and viewers even garnering several Razzie Award nominations I actually thought the movie was exciting and more fun to watch than Jaws II. Having the setting inside a water theme park rather than the usual beaches in a small town is a neat idea and seeing the Seaworld workers reacting to the idea that a huge Great White is inside the park where thousands of visitors are and trying desperately to find a plan to evacuate the park and capture the shark is suspenseful. The acting is descent and plot is fast-paced. Director Joe Alves did a pretty good job making the movie.There are more surprises and thrilling moments I think than in the previous movie. My favorite scene is the part where the Great White swims toward the viewing glass from the park's control room puncturing the glass letting water rush in and sending every person inside swimming for their lives.Overall Jaws III doesn't match the original film in fright and shock value but is what I think the better of the three sequels.Grade B,8
Jaws 3-D,ma-cortes,25 April 2010,Another inferior and embarrassing sequel from Spielberg classic,The Great White goes back into the cinema in this flawed sequel.This bone-chilling movie based on the Peter Benchley's novel and written by Richard Matheson and Carl Gottlieb (screenwriter of the trilogy)  it packs some exciting scenes thrills chills and lousy direction. The film is developed at Florida in a seaside park  while the previous entries are set at in New England in a shore community named Amity .There people is terrorized by a giant shark that attacks pacific tourists at the undersea kingdom during the preview week. An underwater world that contains restaurant cafeteria aquarium and several other things.The sons ( Dennis Quaid and John Putch) of Police chief Brody ( Roy Scheider Lorraine Gary Jaws III) attempt to convince the park owner (Louis Gossett Jr) who reluctantly listen them to close the attraction . Meanwhile the giant shark attacks and the victims run afoul and making a real carnage and those serving for lunch. Then an adventurer named Phillip(Simon MacCorkindale) and his helper determine to track down and kill it. The protagonists are forced to fight for their lives in a mortal confrontation.It's an inferior following with average creation of tensionthrillsterror emotions and brief gore. The story gets little relation to first two Jaws except by father Sheriff Brody and sons relationship. The argument of this gratuitous following is partially similar to ¨Revenge of the creature¨(Jack Arnold) in which also a monster terrorizes a sea park. The shark attack images deliver the exciting united to creepy score composed and conducted by Alan Parker inspired on the classic soundtrack by the master John Williams (prized with an Oscar) who heightens the suspense. This below average movie features lousy interpretations of the quintet main star Dennis Quaid Bess Armstrong Louis Gossett Jr John Putch and Lea Thompson (formerly to ¨Back to the future¨) . Regular cinematography by James A Contner (subsequently filmmaker) and is badly directed by Joe Alves producer designer of the original film. While the classic picture by Spielberg obtained three Oscars well deserved and today considered an authentic classic its tree sequels are much worst and were respectively directed by Jeannot SwarcJoe Alves and Joseph Sargent in annoying direction. Rating: Bottom of barrel a real turkey. Only for theaters its real asset are the 3D digital effects for that reason in television lost their spectacular Tri-dimensional qualities.,3
Jaws 3-D,Captain_Couth,25 August 2005,Revenge of the 80's: The sequel meets the 3-D fad.,Jaws 3-D (1983) was not only a sequel to the first two JAWS films but it was also one of the few movies that took advantage of the rebirth of the 3-D fad that was sweeping Hollywood during the early 80's (see Amityville 3-D and Friday the 13th 3-D). When the film hit the video shelves they scrapped the whole thing. Why make a 3-D movie in the first place if you're not going to take advantage of it when it's available for the home video market? The video looked bad when it was released as a rental. Many of the scenes that were shot didn't make any sense or were badly projected. The movie did poorly at the box office and after a couple of years no more mainstream films were presented in 3-D. The movie itself is pretty bad. Only for die hard fans of the JAWS series.Not recommended unless they re-release it in 3-D. other than that it's pretty much worthless.,3
Jaws 3-D,Sleepin_Dragon,24 January 2018,You can't tame a Great white.,Sea world is under siege from the Great White monster that's basically the entire plot throw on the kids from Jaws 1 (all grown up rather quickly) some cute dolphins some horrific 3D effects and a hugely camp performance from Simon MacCorkindale and you have a film.You need to be watching it in 3D or it looks horrific the effects are bad enough as it is without 3D they look shocking floating limbs and fish heads etc.I liked the opening scenes with the music and the dead fish etc. quite atmospheric I guess I think by now though the Jaws franchise is looking very very tired Jaws 2 was a fairly decent sequel but they should have stopped there. The film definitely misses Roy Schneider who was the focal character (apart from the Shark of course.)It's definitely better then Jaws The Revenge which is an absolute waste of time. In shark terms this film would be a Basking Shark it certainly lacks any bite of any kind. It's a film you watch for a bit of fun it's hard to take this one seriously. 4/10,4
Jaws 3-D,clh-1,12 September 2005,A great BAD Movie of the last 30 years,I am a sick sick man. I love hokey cheesy movies. And horror/thrillers never fail to turn out as such in basket loads. The Original Jaws is a classic in every sense of the word a genuine edge of your seat thriller that despite my having seen it 413 times never ceases to make me jump at just the right moments. The first sequel Jaws 2 was just your average late-1970's rehash Chief Brody is scared of Sharks we get it but not bad either it had going for it a reasonable number of the original cast and enough of the shark to keep even the most slacked of jaws happy. Jaws: The Revenge (the fourth one) is just trash stupid and without redeeming value (except Michael Caine but that is another review). But this little almost lost gem is just so great it blinds me as a shining example of how to make a great second sequel without any of the original cast and being a sequel in name only Halloween wishes it could the Jaws series and Highlander I laugh at you (and not in a good way). A quick rundown of the plot finds MIKE BRODY (son of Roy Scheider is afflicted with the most interesting aging disease ever as first he ages too fast then starts to go backwards) played by Dennis Quaid who was at the time near the peak of his cocaine habit. Although to be fair he keeps it hidden MOST of the time. He was something of a heart-throb in the 80's and the years since have been kind to him as he still turns out pretty decent fair and hasn't gotten too ugly with age. He John Schneider and Sean Connery should all do a film that compliments their superior genetics. Oh sorry...got off topic for a second. Brody is an UNDERWATER ENGINEER (real likely field of work given his history anybody with anything remotely approaching logical reasoning abilities would go and be a farmer in Kansas) who is the leading member of the construction crew finishing up a new addition to Sea World. Lou Gossett Jr. is Calvin Bouchard an interesting millionaire who owns Sea World and is implied to have dragged himself up by his bootstraps thus explaining his thick quasi-Cajun accent and lack of refinement. A lot was made of his being in the film just after his win of a Best Supporting Actor Oscar for An Officer and a Gentleman but he probably had most of this flick in the can before the awards ceremony (Shark Chow). Bess Armstrong is Brody's girlfriend (fiance) who is also a marine biologist fortunately for both her and Brody she has a strange power over dolphins and that saves them. Simon (Manimal) MacCorkindale makes an appearance as the only person I have ever actually wanted to be eaten by a shark in a movie (and real life too) fortunately the movie doesn't disappoint. We get to see the most annoying member of the Brody men Mike's brother Sean who despite having a stated fear of water spends quite a bit of the film in the water. Keep an eye open for a young Lea Thompson she dated Quaid for a while after they met making this movie. Needless to say a shark makes its way into the park eats a few people (for the relatively few of us who have actually seen the movie in 3-D it is a pretty neat special effect) and then has to be taken out by Brody. He uses a grenade borrowed from MacCorkindale's corpse as it has been decided that the only way for the shark's to go is to be blown to smithereens. Don't worry the dolphins rush Quaid and Armstrong to the surface after the coolest 3-d explosion ever without worry or mention of the Bends. There is a very special place in my heart for this movie. For some reason I must be the only one as the next film just pretends this never happened. Which is sad because this one actually made money at the theaters and has characters that are relatively easy to care about. Watch Jaws: the Revenge and you are hoping the entire Brody clan is taken out not quite the heroes we were hoping for. But this little film is a great time waster. If you don't have a date for Friday night or if like I once did you do and she just wants to spend the night with the TV some popcorn the couch a blanket and you. You really can't go too wrong with this one. It's also a great flick to show the kiddies (I told you I am sick) I showed it to my then 5 year old nephew just before a trip to the beach and a good time was had by all (although therapy bills are expensive). Get a copy it's out on DVD (though not in 3-d) make a batch of popcorn and enjoy your lovely Friday night.,7
Jaws 3-D,saint405,25 June 2005,Worse then part one better then part two better then part four. It's not that bad a film,Jaws 3 is a sequel with the return of the dreaded great white shark that sneaks into a water park after it's baby swims into the park and dies. I saw the film and yeah the special affects are crap but the film was originally in 3-D. You can totally tell when they used the 3-D affectsafter the shark explodes it's teeth coming flying at the viewer the great white comes right at the audience even though it's not moving times like that. Now I'm not saying this film is great it lacks a lot. For one thing Brody's kids grew up pretty fast!There's a lot of cool deaths this one diver gets snapped and chewed whole only to have his hand holding a grenade out to a person to pull it's ring two animal thieves get pulled underwater after they have a funny conversation this one gate inspector gets mauled pretty badly and so on. So come on give this film a break. It's not that bad of a film and you might enjoy a little of it. This gets the big 6 not good but not bad.,6
Jaws 3-D,planktonrules,8 March 2019,Help help...we're 90 minutes from the ocean and somehow a killer shark STILL is attacking us!!!,When I began watching "Jaws 3-D" I had to laugh. According to IMDB and the film itself it was filmed at Sea World in Orlando. Well Orlando is about 90 minutes from the ocean....and there is no way ANY shark could attack there as there are only lakes around the property. I am sure that a lot of other Floridians had to laugh at this as well.The first portion of "Jaws 3-D" wasn't that bad. Sure there were some cheap 3-D tricks reminscent of "SCTV" and their 'Dr. Tongue' skits....but the story wasn't too stupid. However as the film progressed the 3-D stunts got worse as did the horrid underwater sequences and especially the plot. We are to believe that a 35 foot Great White shark is angry because its baby was killed (sharks have zero maternal instinct by the way) and it attacks and destroys much of an underwater sea park...and it growls!! The premise is ridiculous and the whole thing is carried off in the crappiest possible way. For examples as people are supposedly walking around in tunnels under the sea it's obvious that the external shots were sloppily added later....and when you see subs and other things under the water it's obvious they were done using a green screen and VERY poorly added later. On the big screeen this must have been paritcularly jarring to watch! As for the shark itself despite nearly a decade between this film and the original "Jaws" the shark manages to look even LESS lifelike! This is especially true in the ultra-slow motion scene towards the end when it smashes the control room...and ultimately meets its doom. You just have to see it to believe it!!Overall a dopey movie with abominable special effects. One positive thing however about the film...it proves that acting in such a movie will NOT necessarily kill your career or your reputation. Dennis Quaid and Louis Gossett for example managed to make this pile of crap and still have some self-respect. Strangely despite all its many deficiencies...the movie still managed to make money!!If you didn't know this movie is currently #60 on IMDB's infamous Bottom 100 List. I can how it made it as the list consists of the worst major releases and even after 36 years folks STILL remember it and hate it. A terrible film.,2
Jaws 3-D,Leofwine_draca,8 August 2016,Cheesy exercise in 3D effects,By now the series had descended into laughability something at a high with this cheesy 3D take on the killer shark theme made to cash in on the short-lived 3D craze of the early '80s. Immediately we're bombarded with those blocky yellow titles that fly out of the screen and get to watch lots of things fly out at us throughout the film's course. Objects include jets of water a harpoon the inevitable shark and my favourite a cheesy severed arm which lingers on the screen for minutes. None of these are as much fun as they were in say Friday the 13th Part III. All of these effects are made hilarious by the bad special effects which are so unrealistic that it looks like little if any of the film was actually filmed underwater at all!The link with the previous films is so tenuous that you have to wonder just why they bothered at all to associate it with them - surely a clean break would have been a better bet? This time Dennis Quaid plays the far too-young hero and it's hard to believe that he went on to quite a successful career after his bad performance here. At least he isn't alone as just about all of the cast are stupid and unconvincing in this film - with the possible exception of an under-used Louis Gossett Jr who is pretty cool as the chief of the theme park who has to face up to the consequences of his playing with nature.The people are a clichéd bunch as per usual - there's the clean-cut girl the "risky" younger brother who gets himself in trouble two imported British actors as a pair of hunters who plan to trap the shark plus loads of forgettable youngsters who fade from the memory the instant the film finishes (although one of them Lea Thompson would go on to forge out her own Hollywood career). The plot is merely a string of clichés and you can pretty much guarantee that what you see here has been done before - there's even a group of people being trapped in one location with time running out a disaster movie staple if ever there was one. The rubber shark is overused here too making it unrealistic and in places ludicrous.The whole idea of a complex being attacked by sharks is done a lot better in the recent hit thriller DEEP BLUE SEA which at least doesn't take itself too seriously and remains frequently exciting. Exciting is about as far as you can get from JAWS 3 which also totally fails to build up any suspense that its predecessors sustained - here at the climax you just think "that's it?" instead of sitting back in satisfaction with the previous two films. You may think that the idea of a mother shark coming back to avenge the death of her young is a clever one but go back twenty-three years previously and you'll notice it was already done in GORGO anyway.Seen in 3D the effects are entirely primitive and not a patch on those of say HOUSE OF WAX made a good three decades earlier. There's a fairly effective sense of depth throughout and the underwater photography looks good. The "jump out" scenes are less effective and just look fake for the most part the worst being the superimposed bookending dolphins of the final shot; it's like they saved the worst for last.But perhaps I'm being too harsh. Whilst bad JAWS 3 isn't quite the worst film ever made. Some scenes are cool - I loved the close-up of the slimy worm-infested mutilated head we see in one instance which undoubtedly helped to earn this film a 15 certificate. It's also watchable on a schlocky level and sometimes reaches the level of bad '70s disaster flicks like METEOR and others. The best I can say about this film is that it's rarely boring (only at the beginning which takes half an hour to get going). You may think that things couldn't get worse after this but JAWS: THE REVENGE followed four years later...,5
