Crossroads,SamJamie,24 April 2020,Underrated!,Crossroads is a 2002 American road comedy film set in Georgia. Directed by Tamra Davis and written by Shonda Rhimes the film stars Britney Spears Anson Mount Zoe Saldana Taryn Manning Kim Cattrall and Dan Aykroyd. The film was produced by MTV Films and released on February 15 2002 in North America by Paramount Pictures. The plot centers on three teenage girls as they take a cross-country road trip finding themselves and their friendship in the process.This is such a sweet and endearing movie I'm guessing the rating came from Britney haters or something because it does not deserve a 3.5/10!,8
Crossroads,katiefanatic-791-306918,22 June 2018,Never thought it was horrible. Still don't.,I remember in 2002 when I went to go see this movie just to laugh at it. It's honestly not funny. I mean yeah the first half is FUN but then stuff gets deep and messed up. Of course hindsight is 20/20 and it's now 2018 and we know this was written by Shonda rhimes so it HAD to be messed up right? It's been 16 years. Can we get over the fact it's a Britney movie and finally admit it's not half bad and honestly kind of sad towards the end? No? Just me? Ok.,8
Crossroads,Smells_Like_Cheese,11 June 2002,Oh get over yourself and admit that this is a cute movie,Out of all the people I admit that I bash Britney Spears all the time. But I saw this movie because my 2 best friends and my boyfriend wanted to see this. And we actually thought this was a cute movie. And it's funny our friendship is like the one in this movie. There's the sexy one there's the smart one there's the one who wants to make it big and of course my boyfriend. Of course it's not oscar worthy or the movie of the year. But it's cute. Kind of cheesy but fun. So what if you're not a Britney Spears fan if you hate this movie just because someone you don't like is in it you have to be a pretty shallow person. So stop acting like you know everything about movies. I'm not a pre-teen but I liked it. So like I said just admit that it was cute. Like people are going to contact you and praise you for making fun of this movie.7/10,7
Crossroads,TaylorYee94,2 January 2021,I cannot say 'Crossroads' is a great movie but it definitely does not deserve 3.5,There are some weaknesses. No MANY weaknesses. However the movie has some good quality as well. First this movie is for Britney and Britney(album). In early 2000s Britney Spears can have and deserves promotional 'movie'. Three songs in Britney's third album 'Britney' are featured in the movie. Also supporting roles are trying so hard for Lucy to tell her story that they look like tools not actors. For example when Kit and Mimi leave the place to make a room for Lucy and Ben's romance to bloom their excuses are awfully unrealistic. Second the storyline is very simple and linear just like their road trip. But doesn't all teen or coming-of-age movies have simple storyline? Lastly the chemistry between Lucy & Ben and Lucy & friends make up for somewhat tedious story. Some say Britney was a bad actor but that's because she acts 'this 'naïve innocent and nerdy virgin who writes poems' which is the very opposite of a shiny cute pop star who she actually is. Audience also had prejudice on Britney Spears before coming to the theater. Three girls seem to have genuine connection and to really care for one another on the screen. 'Crossroads' and Britney Spears do not deserve this much ridicule.,6
Crossroads,SnoopyStyle,13 June 2017,Com'on it's not that bad.,Once upon a time Lucy (Britney Spears) Kit (Zoe Saldana) and Mimi (Taryn Manning) were best friends. They buried a box of their dreams and vowed to dig it up on their senior prom night. They have drifted apart over the years. Lucy is a bookworm valedictorian who pines for her absent mother and to be a normal teenager. Kit is the popular mean girl. She's planning to marry her high school boyfriend but he has been distant ever since going off to college. Mimi is pregnant desperate to audition for a record company in L.A. Lucy and Kit have a disappointing prom and join Mimi in digging up the box. They both have a mission and follow Mimi on her road trip in Ben (Anson Mount)'s car.Com'on it's not that bad. Is it? Everybody trashes this for Spears. She doesn't fit the nerdy brains role. They could have at least given her a pair of glasses. She couldn't wait to get into a belly shirt. She's not that good as an actress but she's able to walk and talk. She does have good acting partners and I like the girls' frail friendship. Ben is an unnecessary extra and sometimes he sticks out. What's up with him angry at the girls driving? The story structure is fairly standard and this could have worked better. It's an early writing effort from Shonda Rhimes. It has her melodrama. I just don't buy that this is as bad as everybody claims.,5
Crossroads,kysta,29 May 2021,Watchable and actually ok people just love to hate...,Cliched yes. Corny yes.But compared to so much other pretentious crap out there that pretends to be more than it is this movie is ok and worth a chance. Perfectly watchable.To those complaining you are watching the movie from the characters POV (teens/young adult) and they talk/act appropriately. Make some poor choices struggle with choices want answers want adventure....don't we all at some point?I think alot of the hate is from people who secretly enjoyed it ;) Hell of a lot worse out there than this.,6
Crossroads,timeofourlife2012,3 March 2020,A fun lighthearted movie,I love it. If you're a Britney Spears fan you'll love it. Britney was also very good as an actress.,10
Crossroads,Devotchka,29 January 2005,Great horrible movie!,I love Crossroads because it's so terrible. Definitely one of the best "worst movies" I've ever seen it tells the story of how Britney Spears looks like a fashion model and acts like an angel while still managing to be the most unpopular girl at school. Sob sob! Incredibly awful and idiotic drama coupled with sickeningly sweet romance make this one a not-to-be-missed...if you're the sort to love MST3K that is. Sure Britney can't act too well but she can sing and this movie is actually a LOT better than Glitter Mariah Carey's similarly-themed vehicle. (And by "better" I mean "less boring and self-indulgent.") It's been two years since I saw Crossroads and I still remember it vividly. It's a cult classic--moronic worthless contrived and hilariously awful.,3
Crossroads,Boba_Fett1138,13 April 2012,Forget about Britney it is the script that ruins this movie!,This is a bad movie mostly because of the simple reason that it's an absolutely horrible written one.This movie is mostly infamous and hated because of Britney Spears who plays the lead role. But really in all honesty she is far from the worse thing about this movie. It's true that she is obviously no actress but I didn't exactly hated her watching in this and her performance didn't made me cringe all that badly.It's a movie that got made at the prime of her musical career when she also was still considered to be fresh and innocent. But it does not at all feel like this movie got specifically written for her. She plays a character that is quite different from herself and in the movie she doesn't even sing or dances all that much which is good news for a lot of people.It's true that this movie is a typical chick-flick so perhaps I'm not the right person to judge it but I'm still sure that I'm very well able to recognize a good movie when I see it and this movie just isn't much good to watch. The entire way the movie got written and progresses is not only boring and pointless but also lazy and too often doesn't make enough sense.I just don't get some of the stuff that this movie does. Britney Spears is supposed to be an ugly girl that gets laughed at at school which is laughable in itself. No matter how much you just don't like Britney you can't really call her ugly especially not when you also see her body as well which she shows quite a lot in this movie actually. And for some crazy and never explained reason 3 girls who used to be best friends stopped being friends at high school and even somewhat hate each other go on a road trip together and for some totally different crazy reason they also suddenly are friends again as if everything that was shown and told in the movie previously wasn't important and had even never happened.Something I also really don't understand; the Britney Spears character had a nerdy boyfriend (played by Justin Long of course) for 3 years but as the movie goes along she totally forgets about this and so are its viewers supposed to do I suppose? Since she hooks up with a totally different guy which is something we also are supposed to cheer for. But what about poor Justin Long Brit? What did he ever do wrong to you. It just didn't feel right but it's normal for this movie to leave many loose ends like this and character just keep on changing their behavior and personalities for no logical reasons other than it's just being a very poorly written movie.The movie really doesn't progress very naturally or pleasantly and doesn't really wrap things up properly. Just think about it. The 3 main characters all go on the road trip for a specific reason but for none of them it ends up the way they were hoping for. The movie acts as if it has an happy ending but once you really start thinking about it you could wonder to yourself what exactly is so happy about it.It's actually amazing to see how many big names appear in this movie. Granted that most of them weren't really big names yet at the time such as Zoe Saldana and Justin Long but still it makes you wonder how so many great actors ended up playing in this movie. It's probably all due to it that this was a Britney Spears vehicle and lots of people tried to ride in on the success and fame of her. But as it turned out this is not exactly a project that any of the people involved with could be very proud of.Not exactly the worst movies of all time not even close honestly but it still is far from a great or likable enough movie as well.4/10http://bobafett1138.blogspot.com/,4
Crossroads,Howlin Wolf,6 October 2011,Caught between two things; being a proper honest to goodness movie or being a teenage sisterhood pamphlet...,For a while there I thought that I was going to be in genuine danger of having to admit that I liked this movie. For the first forty minutes it was a warm if slightly generic road movie about the positives of friendship and following your dreams... Then after that point I started to feel it turn into a Steel Magnolias clone. It was now apparently the type of film where the girls all sit around in a sewing circle and discuss their problems. I suppose this is fine if you feel like these are real issues and you can relate to them but when they feel as though they've been cribbed from the pages of 'Dear Abby... ' you stop suspending your disbelief that these are real people and start seeing them for what they are: Stock Movie Characters.Going along with the well-worn movie tradition the guy our heroine gets with has to be 'hot' and not the slightly awkward geeky schoolfriend that she actually shares a little bit of a rapport with. That's Movie Law - don't lose your virginity to someone you have a little bit of history with lose it instead to the hunk you've only just met who has a heartbreaking backstory and abs chiseled from stone but lacks the facility of meaningful conversation. Hey why talk much when you can just beat up sleazy jerks in bars and win the girl's affection that way right?!The first half of the film actually has a path that seems like it might be leading somewhere... until suddenly that trail goes cold and the rest of the movie is essentially just a visually 'inspirational' pep talk for Spears' status as a teen role model. It's a shame too because Spears' performance as a whole suggests she would be capable of handling more diverse requirements. Sadly these don't appear to be in the play- by-play manual followed by the makers. Eventually the clichés win out as we all must have suspected they would do in the first place.,4
